crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
434,0.008037037037,2720645.92,3253067.63646,2580854.90114,3077047.53314,2580854.90114,3253067.63646,2619320.92,3151742.63646,2479529.90114,2975722.53314,2479529.90114,3151742.63646,2050.4117346,2107.92049381,2080.90919571,2134.47003696,2050.4117346,2134.47003696,1199.355536133,1363.843326434,1140.311110051,1297.028675039,1140.311110051,1363.843326434,1889855.81761,2227047.71808,1832989.26634,2150432.39869,1832989.26634,2227047.71808
435,0.008055555556,2664466.87817,3186312.28612,2528258.21116,3014541.4047,2528258.21116,3186312.28612,2563141.87817,3084987.28612,2426933.21116,2913216.4047,2426933.21116,3084987.28612,2041.63206701,2099.12774346,2072.52954311,2125.98164455,2041.63206701,2125.98164455,1182.20592135,1344.382400958,1124.078569074,1278.536338399,1124.078569074,1344.382400958,1852422.11595,2183448.75521,1797415.37401,2109043.10134,1797415.37401,2183448.75521
436,0.008074074074,2610289.24493,3121920.59706,2477535.62823,2954257.23968,2477535.62823,3121920.59706,2508964.24493,3020595.59706,2376210.62823,2852932.23968,2376210.62823,3020595.59706,2033.00676033,2090.48438675,2064.30723106,2117.65194548,2033.00676033,2117.65194548,1165.566039334,1325.498860841,1108.329192301,1260.595626074,1108.329192301,1325.498860841,1816265.85,2141322.71434,1763060.66614,2069064.45222,1763060.66614,2141322.71434
437,0.008092592593,2558030.83723,3059796.26873,2428609.54204,2896103.31763,2428609.54204,3059796.26873,2456705.83723,2958471.26873,2327284.54204,2794778.31763,2327284.54204,2958471.26873,2024.5339536,2081.98883055,2056.23949726,2109.47820486,2024.5339536,2109.47820486,1149.418813321,1307.173417289,1093.046717291,1243.187902103,1093.046717291,1307.173417289,1781337.381,2100613.08118,1729876.74348,2030440.88837,1729876.74348,2100613.08118
438,0.008111111111,2507613.21287,2999847.41296,2381405.95042,2839992.16528,2381405.95042,2999847.41296,2406288.21287,2898522.41296,2280080.95042,2738667.16528,2280080.95042,2898522.41296,2016.21175063,2073.6395036,2048.32361816,2101.45772257,2016.21175063,2101.45772257,1133.747798143,1289.387494407,1078.215487876,1226.295228677,1078.215487876,1289.387494407,1747589.16947,2061265.78401,1697817.35707,1993119.29063,1697817.35707,2061265.78401
439,0.00812962963,2458961.49935,2941986.27526,2335854.28836,2785840.35601,2335854.28836,2941986.27526,2357636.49935,2840661.27526,2234529.28836,2684515.35601,2234529.28836,2840661.27526,2008.03822578,2065.43478553,2040.55691117,2093.58783538,2008.03822578,2093.58783538,1118.537165552,1272.123203348,1063.820433437,1209.900342185,1063.820433437,1272.123203348,1714975.69005,2023228.99408,1666838.31311,1957048.87628,1666838.31311,2023228.99408
440,0.008148148148,2412004.23051,2886129.05658,2291887.26402,2733568.28655,2291887.26402,2886129.05658,2310679.23051,2784804.05658,2190562.26402,2632243.28655,2190562.26402,2784804.05658,2000.01143013,2057.37302357,2032.93673625,2085.86589172,2000.01143013,2085.86589172,1103.77168077,1255.363318196,1049.847048435,1193.986629659,1049.847048435,1255.363318196,1683453.34985,1986453.04949,1636897.38096,1922181.05907,1636897.38096,1986453.04949
441,0.008166666667,2366673.18969,2832195.72685,2249440.7016,2683100.08385,2249440.7016,2832195.72685,2265348.18969,2730870.72685,2148115.7016,2581775.08385,2148115.7016,2730870.72685,1992.12939719,2049.45253339,2025.46049704,2078.28933433,1992.12939719,2078.28933433,1089.436660507,1239.09125213,1036.281372316,1178.538105576,1036.281372316,1239.09125213,1652980.40923,1950890.36102,1607954.2043,1888469.45823,1607954.2043,1950890.36102
442,0.008185185185,2322903.26053,2780109.76978,2208453.3909,2634363.33958,2208453.3909,2780109.76978,2221578.26053,2678784.76978,2107128.3909,2533038.33958,2107128.3909,2678784.76978,1984.39014884,2041.6715513,2018.12564143,2070.85561872,1984.39014884,2070.85561872,1075.517970061,1223.291022505,1023.10996977,1163.539389075,1023.10996977,1223.291022505,1623516.90608,1916495.24391,1579970.21542,1855869.69307,1579970.21542,1916495.24391
443,0.008203703704,2280632.27439,2729798.33615,2168866.94345,2587288.97051,2168866.94345,2729798.33615,2179307.27439,2628473.33615,2067541.94345,2485963.97051,2067541.94345,2628473.33615,1976.79169454,2034.02844595,2010.92966182,2063.56224158,1976.79169454,2063.56224158,1062.002015173,1207.947274873,1010.319911396,1148.975681585,1010.319911396,1207.947274873,1595024.57322,1883224.16273,1552908.55276,1824339.32681,1552908.55276,1883224.16273
444,0.008222222222,2239800.84573,2681191.53265,2130625.65502,2541811.05739,2130625.65502,2681191.53265,2138475.84573,2579866.53265,2029300.65502,2440486.05739,2029300.65502,2579866.53265,1969.33202067,2026.52137106,2003.87009509,2056.40674116,1969.33202067,2056.40674116,1048.87568969,1193.045178927,997.89875479,1134.832744936,997.89875479,1193.045178927,1567466.74239,1851035.09174,1526733.98162,1793837.7776,1526733.98162,1851035.09174
445,0.008240740741,2200352.31806,2634222.93054,2093645.56328,2497866.69115,2093645.56328,2634222.93054,2099027.31806,2532897.93054,1992320.56328,2396541.69115,1992320.56328,2532897.93054,1962.0091414,2019.14867564,1996.94452239,2049.38669744,1962.0091414,2049.38669744,1036.12639461,1178.570512421,985.834526128,1121.096879987,985.834526128,1178.570512421,1540808.34822,1819888.09591,1501412.81827,1764326.23327,1501412.81827,1819888.09591
446,0.008259259259,2162232.48667,2588828.67898,2057879.04113,2455395.82632,2057879.04113,2588828.67898,2060907.48667,2487503.67898,1956554.04113,2354070.82632,1956554.04113,2487503.67898,1954.82101617,2011.90847392,1990.1505688,2042.49973215,1954.82101617,2042.49973215,1023.741996768,1164.509513141,974.115702209,1107.754905843,974.115702209,1164.509513141,1515015.72301,1789744.53871,1476912.85721,1735767.56973,1476912.85721,1789744.53871
447,0.008277777778,2125389.59773,2544948.06712,2023309.19537,2414341.14146,2023309.19537,2544948.06712,2024064.59773,2443623.06712,1921984.19537,2313016.14146,1921984.19537,2443623.06712,1947.76561975,2004.79904376,1983.48590296,2035.74350876,1947.76561975,2035.74350876,1011.710808245,1150.848985738,962.731193071,1094.794139659,962.731193071,1150.848985738,1490056.64174,1760567.67789,1453203.30182,1708126.27288,1453203.30182,1760567.67789
448,0.008296296296,2089774.37484,2502522.99151,1989889.5149,2374647.90623,1989889.5149,2502522.99151,1988449.37484,2401197.99151,1888564.5149,2273322.90623,1888564.5149,2401197.99151,1940.84102073,1997.81860979,1976.94821732,2029.1157323,1940.84102073,2029.1157323,1000.02158116,1137.576208523,951.670321621,1082.202369248,951.670321621,1137.576208523,1465900.38459,1732322.22039,1430254.66615,1681368.3641,1430254.66615,1732322.22039
449,0.008314814815,2055339.64896,2461497.91612,1957575.59611,2336263.8267,1957575.59611,2461497.91612,1954014.64896,2360172.91612,1856250.59611,2234938.8267,1856250.59611,2360172.91612,1934.04524294,1990.96538957,1970.53524792,2022.61413593,1934.04524294,2022.61413593,988.663500368,1124.678932018,940.922806268,1069.967836419,940.922806268,1124.678932018,1442517.44502,1704974.33531,1408038.74491,1655461.30456,1408038.74491,1704974.33531
450,0.008333333333,2022040.32468,2421819.73811,1926325.07643,2299138.97851,1926325.07643,2421819.73811,1920715.32468,2320494.73811,1825000.07643,2197813.97851,1825000.07643,2320494.73811,1927.37631143,1984.23759695,1964.24479311,2016.23650601,1927.37631143,2016.23650601,977.625102085,1112.145355634,930.4787577,1058.079237346,930.4787577,1112.145355634,1419879.53973,1678491.584,1386528.58556,1630373.97397,1386528.58556,1678491.584
451,0.008351851852,1989833.32514,2383437.6949,1896097.49849,2263225.67261,1896097.49849,2383437.6949,1888508.32514,2282112.6949,1794772.49849,2161900.67261,1794772.49849,2282112.6949,1920.83227255,1977.63344966,1958.07469304,2009.98067188,1920.83227255,2009.98067188,966.889186477,1099.964116704,920.328655936,1046.525692293,920.328655936,1099.964116704,1397959.58979,1652842.87519,1365698.39803,1606076.58783,1365698.39803,1652842.87519
452,0.00837037037,1958677.4006,2346303.26812,1866854.2165,2228478.3422,1866854.2165,2346303.26812,1857352.4006,2244978.26812,1765529.2165,2127153.3422,1765529.2165,2244978.26812,1914.4111502,1971.1511791,1952.02282914,2003.84450333,1914.4111502,2003.84450333,956.454719201,1088.124276577,910.463335712,1035.296728647,910.463335712,1088.124276577,1376731.58748,1627998.41941,1345523.50011,1582540.63186,1345523.50011,1627998.41941
453,0.008388888889,1928533.17659,2310370.04191,1838558.3075,2194853.43984,1838558.3075,2310370.04191,1827208.17659,2209045.04191,1737233.3075,2093528.43984,1737233.3075,2209045.04191,1908.11101604,1964.78901821,1946.08712353,1997.82591024,1908.11101604,1997.82591024,946.312357423,1076.61529491,900.87397241,1024.382264648,900.87397241,1076.61529491,1356170.66404,1603929.64319,1325980.26566,1559738.80319,1325980.26566,1603929.64319
454,0.008407407407,1899363.09719,2275593.60233,1811174.49165,2162309.33957,1811174.49165,2275593.60233,1798038.09719,2174268.60233,1709849.49165,2060984.33957,1709849.49165,2174268.60233,1901.93000451,1958.54520192,1940.26554063,1991.92284216,1901.93000451,1991.92284216,936.453127125,1065.427013828,891.552068529,1013.772594214,891.552068529,1065.427013828,1336253.06491,1580609.13436,1307046.07895,1537644.95449,1307046.07895,1580609.13436
455,0.008425925926,1871131.17489,2241931.50774,1784669.0725,2130806.24423,1784669.0725,2241931.50774,1769806.17489,2140606.50774,1683344.0725,2029481.24423,1683344.0725,2140606.50774,1895.86623226,1952.41799395,1934.55609582,1986.13328788,1895.86623226,1986.13328788,926.868365438,1054.549659963,882.4894407,1003.458379881,882.4894407,1054.549659963,1316955.9622,1558010.64315,1288699.30427,1516234.04068,1288699.30427,1558010.64315
456,0.008444444444,1843802.99021,2209343.1025,1759009.81008,2100306.09737,1759009.81008,2209343.1025,1742477.99021,2108018.1025,1657684.81008,1998981.09737,1657684.81008,2108018.1025,1889.91783729,1946.4056522,1928.95683117,1980.45527495,1889.91783729,1980.45527495,917.549727692,1043.973804511,873.678207216,993.430624017,873.678207216,1043.973804511,1298257.47631,1536108.95671,1270919.19902,1495482.06829,1270919.19902,1536108.95671
