crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
354,0.006555555556,5706234.68285,7394096.21977,4786754.80574,5436863.98922,4786754.80574,7394096.21977,5604909.68285,7292771.21977,4685429.80574,5335538.98922,4685429.80574,7292771.21977,987.783659006,1080.68462519,819.251035084,861.236602606,819.251035084,1080.68462519,3195.079567405,3748.17941343,2992.081298273,3385.63669277,2992.081298273,3748.17941343,1638384.59139,2270214.64316,1144674.15482,1184933.69947,1144674.15482,2270214.64316
355,0.006574074074,5864723.82571,20958544.2767,4855502.71527,5522108.59269,4855502.71527,20958544.2767,5763398.82571,20857219.2767,4754177.71527,5420783.59269,4754177.71527,20857219.2767,1004.09129732,2945.6801591,824.034444068,866.482457974,824.034444068,2945.6801591,3237.658237678,5069.828605707,3017.742663742,3416.156519316,3017.742663742,5069.828605707,1713016.79726,12525924.9462,1168533.90472,1213036.07556,1168533.90472,12525924.9462
356,0.006592592593,6072480.48593,21156868.236,4924302.31483,5609246.63176,4924302.31483,21156868.236,5971155.48593,21055543.236,4822977.31483,5507921.63176,4822977.31483,21055543.236,1028.90017789,2950.79225186,830.125097032,873.044793246,830.125097032,2950.79225186,3286.304732763,5103.479530369,3040.977715849,3444.174128547,3040.977715849,5103.479530369,1820284.77608,12635155.0788,1195331.56717,1245080.09614,1195331.56717,12635155.0788
357,0.006611111111,6509758.73539,21313038.6306,4994617.51753,5700100.10065,4994617.51753,21313038.6306,6408433.73539,21211713.6306,4893292.51753,5598775.10065,4893292.51753,21211713.6306,1089.82111168,2954.68550902,837.860521101,881.236170385,837.860521101,2954.68550902,3369.972818855,5130.008410399,3061.911885064,3469.842806751,3061.911885064,5130.008410399,2071930.43483,12720807.5164,1226133.70263,1282252.34792,1226133.70263,12720807.5164
358,0.00662962963,17938813.8048,21425760.5756,5067862.95938,5796390.18486,5067862.95938,21425760.5756,17837488.8048,21324435.5756,4966537.95938,5695065.18486,4966537.95938,21324435.5756,2906.11750045,2957.38960095,847.563133451,891.354156003,847.563133451,2957.38960095,4508.457253578,5149.205440758,3080.671917864,3493.306692614,3080.671917864,5149.205440758,10961943.5663,12782334.0393,1261977.16239,1326419.69745,1261977.16239,12782334.0393
359,0.006648148148,17996167.5403,21494173.2494,5145351.78008,5899668.40489,5145351.78008,21494173.2494,17894842.5403,21392848.2494,5044026.78008,5798343.40489,5044026.78008,21392848.2494,2907.74625994,2958.9349729,859.534829822,903.676429196,859.534829822,2958.9349729,4518.639015463,5160.925279582,3097.377336921,3514.689509878,3097.377336921,5160.925279582,10994082.1893,12819402.7945,1303844.48242,1380377.28359,1303844.48242,12819402.7945
360,0.006666666667,18016574.3062,21517879.6337,5228242.87282,6011249.53632,5228242.87282,21517879.6337,17915249.3062,21416554.6337,5126917.87282,5909924.53632,5126917.87282,21416554.6337,2908.27573695,2959.35322088,874.051319791,918.455822366,874.051319791,2959.35322088,4522.293041028,5165.091518746,3112.13183308,3534.084120676,3112.13183308,5165.091518746,11005412.4234,12831911.7507,1352638.58771,1443377.6235,1352638.58771,12831911.7507
361,0.006685185185,18000006.2557,21496948.5206,5317493.19721,6132151.8034,5317493.19721,21496948.5206,17898681.2557,21395623.5206,5216168.19721,6030826.8034,5216168.19721,21395623.5206,2907.72969202,2958.67700542,891.356854653,935.915687545,891.356854653,2958.67700542,4519.404821176,5161.69687491,3125.015963423,3551.54428684,3125.015963423,5161.69687491,10995974.3231,12819987.8372,1409158.92575,1516319.67572,1409158.92575,12819987.8372
362,0.006703703704,17946847.822,21431921.9344,5413815.99786,6263050.15798,5413815.99786,21431921.9344,17845522.822,21330596.9344,5312490.99786,6161725.15798,5312490.99786,21330596.9344,2906.1350636,2956.94039984,911.659359663,956.246049413,911.659359663,2956.94039984,4510.022002174,5150.804669526,3136.081389056,3567.079910608,3136.081389056,5150.804669526,10966025.0201,12783990.201,1474078.73755,1599936.4493,1474078.73755,12783990.201
363,0.006722222222,17857876.0627,21323799.0316,5517652.41209,6404248.30593,5517652.41209,21323799.0316,17756551.0627,21222474.0316,5416327.41209,6302923.30593,5416327.41209,21222474.0316,2903.52202001,2954.17891472,935.126947429,979.601060853,935.126947429,2954.17891472,4494.25294689,5132.546730492,3145.348248097,3580.656710202,3145.348248097,5132.546730492,10916023.063,12724501.633,1547926.96016,1694774.15971,1547926.96016,12724501.633
364,0.006740740741,17734237.9699,21174018.4349,5629158.48206,6555674.4953,5629158.48206,21174018.4349,17632912.9699,21072693.4349,5527833.48206,6454349.4953,5527833.48206,21072693.4349,2899.92363681,2950.429724,961.886187188,1006.09827639,961.886187188,2950.429724,4472.263720904,5107.121409738,3152.805838168,3592.200809395,3152.805838168,5107.121409738,10846616.1253,12642320.1417,1631075.82513,1801180.21153,1631075.82513,12642320.1417
365,0.006759259259,17577424.9757,20984419.2099,5748207.89587,6716904.48373,5748207.89587,20984419.2099,17476099.9757,20883094.2099,5646882.89587,6615579.48373,5646882.89587,20883094.2099,2895.3756406,2945.73156751,992.023410965,1035.81420572,992.023410965,2945.73156751,4444.274848394,5074.788322446,3158.41660185,3601.608094357,3158.41660185,5074.788322446,10758628.0163,12538439.7067,1723734.32388,1919303.05332,1723734.32388,12538439.7067
366,0.006777777778,17389235.0435,20757206.1126,5874340.30374,6887145.78481,5874340.30374,20757206.1126,17287910.0435,20655881.1126,5773015.30374,6785820.78481,5773015.30374,20655881.1126,2889.91621528,2940.12490872,1025.58561626,1068.77332691,1025.58561626,2940.12490872,4410.556184929,5035.864110468,3162.112173876,3608.748103323,3162.112173876,5035.864110468,10653039.1399,12414034.0556,1825903.51344,2049064.48217,1825903.51344,12414034.0556
367,0.006796296296,17171728.9687,20494890.3975,6006767.63006,7065165.5184,6006767.63006,20494890.3975,17070403.9687,20393565.3975,5905442.63006,6963840.5184,5905442.63006,20393565.3975,2883.58560886,2933.65167374,1062.56583504,1104.95186192,1062.56583504,2933.65167374,4371.420770766,4990.714184135,3163.799513032,3613.460409616,3163.799513032,4990.714184135,10530964.6782,12270427.782,1937363.07503,2190091.377,1937363.07503,12270427.782
368,0.006814814815,16927178.4668,20200232.0251,6144419.02274,7249384.91145,6144419.02274,20200232.0251,16825853.4668,20098907.0251,6043094.02274,7148059.91145,6043094.02274,20098907.0251,2876.42589451,2926.35505996,1102.90092319,1144.27881795,1102.90092319,2926.35505996,4327.217562202,4939.744823475,3163.37181063,3615.574622303,3163.37181063,4939.744823475,10393627.679,12109068.4679,2057681.38397,2341747.25826,2057681.38397,12109068.4679
369,0.006833333333,16658026.3866,19876189.5708,6285976.11556,7437940.53722,6285976.11556,19876189.5708,16556701.3866,19774864.5708,6184651.11556,7336615.53722,6184651.11556,19774864.5708,2868.48062425,2918.27952339,1146.47907165,1186.63677337,1146.47907165,2918.27952339,4278.325929413,4883.396662007,3160.717230694,3614.923448032,3160.717230694,4883.396662007,10242340.4132,11931503.0689,2186218.61633,2503144.79021,2186218.61633,11931503.0689
370,0.006851851852,16366825.9894,19525851.4103,6429914.46767,7628741.94607,6429914.46767,19525851.4103,16265500.9894,19424526.4103,6328589.46767,7527416.94607,6328589.46767,19424526.4103,2859.79445003,2909.47035052,1193.14152285,1231.86338809,1193.14152285,2909.47035052,4225.146636375,4822.134797823,3155.727207756,3611.353050004,3155.727207756,4822.134797823,10078472.9664,11739344.1915,2322134.68512,2673158.36288,2322134.68512,11739344.1915
371,0.00687037037,16056196.7984,19152379.2642,6574549.95339,7819533.52175,6574549.95339,19152379.2642,15954871.7984,19051054.2642,6473224.95339,7718208.52175,6473224.95339,19051054.2642,2850.41278286,2899.97346309,1242.68480991,1279.75354329,1242.68480991,2899.97346309,4168.095607562,4756.440872451,3148.303903637,3604.731686481,3148.303903637,4756.440872451,9903431.15105,11534242.8944,2464402.51315,2850443.06366,2464402.51315,11534242.8944
372,0.006888888889,15728775.8397,18758956.3318,6718087.71721,8007957.65661,6718087.71721,18758956.3318,15627450.8397,18657631.3318,6616762.71721,7906632.65661,6616762.71721,18657631.3318,2840.38144042,2889.83513307,1294.86350023,1330.06203128,1294.86350023,2889.83513307,4107.596506007,4686.805824784,3138.366373573,3594.956257058,3138.366373573,4686.805824784,9718632.00343,11317863.3676,2611826.23876,3033459.41752,2611826.23876,11317863.3676
373,0.006907407407,15387175.4032,18348726.7276,6858671.58129,8191616.82376,6858671.58129,18348726.7276,15285850.4032,18247401.7276,6757346.58129,8090291.82376,6757346.58129,18247401.7276,2829.7462998,2879.10156264,1349.39337885,1382.50674096,1349.39337885,2879.10156264,4044.074331757,4613.72061686,3125.855200875,3581.956656485,3125.855200875,4613.72061686,9525482.31234,11091852.9446,2763063.80898,3220503.1332,2763063.80898,11091852.9446
374,0.006925925926,15033944.786,17924757.6024,6994437.00357,8368147.08609,6994437.00357,17924757.6024,14932619.786,17823432.6024,6893112.00357,8266822.08609,6893112.00357,17823432.6024,2818.55295507,2867.81867124,1405.95567188,1436.77540369,1405.95567188,2867.81867124,3977.949416631,4537.67081573,3110.736128183,3565.699702782,3110.736128183,4537.67081573,9325359.10544,10857823.4518,2916656.90397,3409749.40375,2916656.90397,10857823.4518
375,0.006944444444,14671538.4287,17489998.6923,7123572.17303,8535273.72822,7123572.17303,17489998.6923,14570213.4287,17388673.6923,7022247.17303,8433948.72822,7022247.17303,17388673.6923,2806.84642985,2856.08558818,1464.20558598,1492.52734767,1464.20558598,2856.08558818,3909.632410278,4459.130269304,3093.003379824,3546.189515322,3093.003379824,4459.130269304,9119592.94904,10617330.941,3071072.39628,3599291.6289,3071072.39628,10617330.941
376,0.006962962963,14302286.7955,17047248.6532,7244309.36128,8690798.54321,7244309.36128,17047248.6532,14200961.7955,16945923.6532,7142984.36128,8589473.54321,7142984.36128,16945923.6532,2794.67084469,2843.93492973,1523.76598168,1551.10013321,1523.76598168,2843.93492973,3839.519192022,4378.555649284,3072.673864015,3523.459490466,3072.673864015,4378.555649284,8909453.12607,10371858.5129,3224696.64234,3787135.58525,3224696.64234,10371858.5129
377,0.006981481481,13928377.7411,16599130.2561,7354984.92002,8832691.94345,7354984.92002,16599130.2561,13827052.7411,16497805.2561,7253659.92002,8731366.94345,7253659.92002,16497805.2561,2782.06924756,2831.36857715,1581.92374495,1610.47816197,1581.92374495,2831.36857715,3767.987754938,4296.382232575,3049.789317488,3497.576002163,3049.789317488,4296.382232575,8696137.40734,10122803.499,3375884.21262,3971274.09165,3375884.21262,10122803.499
378,0.007,13551840.4549,16148071.6551,7454082.7679,8959133.16116,7454082.7679,16148071.6551,13450515.4549,16046746.6551,7352757.7679,8857808.16116,7352757.7679,16046746.6551,2769.06571296,2818.42808589,1639.85291155,1671.35813351,1639.85291155,2818.42808589,3695.395121902,4213.020457516,3024.41596901,3468.635755185,3024.41596901,4213.020457516,8480763.4234,9871467.51057,3522999.74723,4149730.59789,3522999.74723,9871467.51057
379,0.007018518519,13174534.2415,15696296.5657,7540261.93096,9068540.38058,7540261.93096,15696296.5657,13073209.2415,15594971.5657,7438936.93096,8967215.38058,7438936.93096,15594971.5657,2755.6792339,2805.15352161,1697.85256643,1732.17150659,1697.85256643,2805.15352161,3622.074917735,4128.853855761,2996.642312233,3436.762250734,2996.642312233,4128.853855761,8264362.43861,9619050.91428,3664451.7422,4320599.57655,3664451.7422,9619050.91428
380,0.007037037037,12798141.8602,15245818.5222,7612378.40723,9159593.74498,7612378.40723,15245818.5222,12696816.8602,15144493.5222,7511053.40723,9058268.74498,7511053.40723,15144493.5222,2741.98736385,2791.58319867,1755.50801124,1792.44574151,1755.50801124,2791.58319867,3548.335800213,4044.237490383,2966.576492702,3402.101984305,2966.576492702,4044.237490383,8047874.79423,9366649.24833,3798724.96486,4482084.77141,3798724.96486,9366649.24833
381,0.007055555556,12424173.9519,14798437.2127,7669501.43475,9231251.46528,7669501.43475,14798437.2127,12322848.9519,14697112.2127,7568176.43475,9129926.46528,7568176.43475,14697112.2127,2728.02699431,2777.75374638,1812.40672227,1851.7552524,1812.40672227,2777.75374638,3474.461540103,3959.496539017,2934.343505963,3364.820594984,2934.343505963,3959.496539017,7832152.46943,9115250.58166,3924410.73032,4632534.42753,3924410.73032,9115250.58166
382,0.007074074074,12053965.5294,14355739.9587,7710924.32104,9282759.31481,7710924.32104,14355739.9587,11952640.5294,14254414.9587,7609599.32104,9181434.31481,7609599.32104,14254414.9587,2713.83318136,2763.69991122,1868.14468298,1909.68585646,1868.14468298,2763.69991122,3400.70967366,3874.925668194,2900.082359865,3325.099125678,2900.082359865,3874.925668194,7617956.13405,8865735.49382,4040234.31985,4770472.68694,4040234.31985,8865735.49382
383,0.007092592593,11688681.5324,13919113.3619,7736170.34763,9313653.82293,7736170.34763,13919113.3619,11587356.5324,13817788.3619,7634845.34763,9212328.82293,7634845.34763,13817788.3619,2699.43906124,2749.45452703,1922.33277617,1965.84125715,1922.33277617,2749.45452703,3327.311868906,3790.790329662,2863.943363315,3283.130500163,2863.943363315,3790.790329662,7405957.10513,8618882.33104,4145079.09882,4894626.40225,4145079.09882,8618882.33104
384,0.007111111111,11329328.9149,13489748.7044,7744992.90429,9323759.50272,7744992.90429,13489748.7044,11228003.9149,13388423.7044,7643667.90429,9222434.50272,7643667.90429,13388423.7044,2684.87577578,2735.04857322,1974.60291874,2019.84935941,1974.60291874,2735.04857322,3254.475268477,3707.326693922,2826.085437635,3239.116278895,2826.085437635,3707.326693922,7196743.83557,8375369.1881,4238005.97089,5003946.7085,4238005.97089,8375369.1881
385,0.00712962963,10976760.3069,13068655.6501,7737371.3175,9313180.47697,7737371.3175,13068655.6501,10875435.3069,12967330.6501,7636046.3175,9211855.47697,7636046.3175,12967330.6501,2670.17269236,2720.5109439,2024.61398371,2071.3682475,2024.61398371,2720.5109439,3182.382371623,3624.743233445,2786.673686471,3193.26372096,2786.673686471,3624.743233445,6990822.72956,8135780.25239,4318268.51259,5097624.81003,4318268.51259,8135780.25239
386,0.007148148148,10631689.4019,12656669.6422,7713502.50682,9282286.88682,7713502.50682,12656669.6422,10530364.4019,12555344.6422,7612177.50682,9180961.88682,7612177.50682,12555344.6422,2655.35722766,2705.86869608,2072.05731059,2120.09164539,2072.05731059,2705.86869608,3111.193244926,3543.220933842,2745.877218058,3145.78314843,2745.877218058,3543.220933842,6788625.87817,7900608.97108,4385323.28507,5175101.57569,4385323.28507,7900608.97108
387,0.007166666667,10294696.8599,12254478.9929,7673788.39272,9231696.60602,7673788.39272,12254478.9929,10193371.8599,12153153.9929,7572463.39272,9130371.60602,7572463.39272,12153153.9929,2640.45495562,2691.14696375,2116.66156335,2165.75368328,2116.66156335,2691.14696375,3041.045694094,3462.917819084,2703.86714915,3096.885611587,2703.86714915,3462.917819084,6590513.6675,7670271.35372,4438834.77116,5236070.75449,4438834.77116,7670271.35372
388,0.007185185185,9966244.94951,11862620.1695,7618819.67515,9162252.91393,7618819.67515,11862620.1695,9864919.94951,11761295.1695,7517494.67515,9060927.91393,7517494.67515,11761295.1695,2625.48960167,2676.3691783,2158.19680738,2208.13280718,2158.19680738,2676.3691783,2972.057425997,3383.966558315,2660.814814476,3046.7808567,2660.814814476,3383.966558315,6396782.08086,7445103.14967,4478675.00075,5280475.85904,4478675.00075,7445103.14967
389,0.007203703704,9646688.52363,11481505.0407,7549356.47652,9074998.46355,7549356.47652,11481505.0407,9545363.52363,11380180.0407,7448031.47652,8973673.46355,7448031.47652,11380180.0407,2610.48321372,2661.55696789,2196.4776642,2247.05468228,2196.4776642,2661.55696789,2904.327432945,3306.479158595,2616.890167433,2995.675494209,2616.890167433,3306.479158595,6207668.20043,7225373.3699,4504917.9729,5308500.78611,4504917.9729,7225373.3699
390,0.007222222222,9336286.70478,11111429.4674,7466306.41105,8971146.5239,7466306.41105,11111429.4674,9234961.70478,11010104.4674,7364981.41105,8869821.5239,7364981.41105,11010104.4674,2595.45619386,2646.73025472,2231.36543166,2282.39399111,2231.36543166,2646.73025472,2837.937639133,3230.547639522,2572.260355291,2943.771404448,2572.260355291,3230.547639522,6023084.33677,7011288.42243,4517829.16927,5320554.7476,4517829.16927,7011288.42243
391,0.007240740741,9035212.28012,10752587.9114,7370700.70243,8852050.22229,7370700.70243,10752587.9114,8933887.28012,10651262.9114,7269375.70243,8750725.22229,7269375.70243,10651262.9114,2580.42737863,2631.90738913,2262.7690942,2314.07505905,2262.7690942,2631.90738913,2772.954136069,3156.24615153,2527.088452307,2891.264339845,2527.088452307,3156.24615153,5843300.96005,6802999.36616,4517850.63335,5317252.13653,4517850.63335,6802999.36616
