crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
118,0.002185185185,198924.326557,229826.99877,200325.354093,230101.491784,198924.326557,230101.491784,97599.326557,128501.99877,99000.354093,128776.491784,97599.326557,128776.491784,379.166902609,396.698483275,384.185290728,406.750573866,379.166902609,406.750573866,353.519235024,406.362348868,350.766049264,403.92590557,350.766049264,406.362348868,-38942.9625553,-27697.1892029,-36682.4136817,-23939.5815695,-38942.9625553,-23939.5815695
119,0.002203703704,199415.424653,230356.895199,200792.269355,230624.032339,199415.424653,230624.032339,98090.424653,129031.895199,99467.269355,129299.032339,98090.424653,129299.032339,378.877610875,396.211019828,383.836549323,406.134483226,378.877610875,406.134483226,354.446896798,407.276434641,351.702382518,404.854382157,351.702382518,407.276434641,-39148.383932,-27942.3430198,-36907.9224992,-24220.1663228,-39148.383932,-24220.1663228
120,0.002222222222,199923.127093,230900.573315,201276.376914,231160.587205,199923.127093,231160.587205,98598.127093,129575.573315,99951.376914,129835.587205,98598.127093,129835.587205,378.604589862,395.746641801,383.50570907,405.544895287,378.604589862,405.544895287,355.38821008,408.20116874,352.652003622,405.793146472,352.652003622,408.20116874,-39348.7190794,-28181.2753456,-37127.7562007,-24493.4818388,-39348.7190794,-24493.4818388
121,0.002240740741,200447.36881,231457.887389,201777.588694,231711.000267,200447.36881,231711.000267,99122.36881,130132.887389,100452.588694,130386.000267,99122.36881,130386.000267,378.347385833,395.304705686,383.192261204,404.981048982,378.347385833,404.981048982,356.343274895,409.136518566,353.615016312,406.742171868,353.615016312,409.136518566,-39544.1140708,-28414.1774551,-37342.0790722,-24759.7525065,-39544.1140708,-24759.7525065
122,0.002259259259,200988.083465,232028.686135,202295.816306,232275.110342,200988.083465,232275.110342,99663.083465,130703.686135,100970.816306,130950.110342,99663.083465,130950.110342,378.105560445,394.884592579,382.895714873,404.442213154,378.105560445,404.442213154,357.312179278,410.082436362,354.591512309,407.701416409,354.591512309,410.082436362,-39734.7078428,-28641.2316202,-37551.0475038,-25019.192343,-39734.7078428,-25019.192343
123,0.002277777778,201545.203612,232612.813137,202830.971169,232852.751318,201545.203612,232852.751318,100220.203612,131287.813137,101505.971169,131527.751318,100220.203612,131527.751318,377.87869021,394.485707053,382.615596345,403.92768515,377.87869021,403.92768515,358.294999892,411.038860075,355.581571939,408.670823437,355.581571939,411.038860075,-39920.6324651,-28862.6114889,-37754.8103145,-25272.0054355,-39920.6324651,-25272.0054355
124,0.002296296296,202118.660855,233210.106395,203382.964613,233443.752266,202118.660855,233443.752266,100793.660855,131885.106395,102057.964613,132118.752266,100793.660855,132118.752266,377.66636558,394.107476092,382.351448256,403.436789501,377.66636558,403.436789501,359.291802622,412.005713193,356.5852647,409.650322076,356.5852647,412.005713193,-40102.0134668,-29078.4824453,-37953.5090617,-25518.3863588,-40102.0134668,-25518.3863588
125,0.002314814815,202708.385979,233820.398654,203951.707974,234047.937519,202708.385979,234047.937519,101383.385979,132495.398654,102626.707974,132722.937519,101383.385979,132722.937519,377.468190461,393.749348088,382.102828896,402.96887667,377.468190461,402.96887667,360.302643118,412.98290546,357.602649807,410.639827689,357.602649807,412.98290546,-40278.970078,-29289.0019497,-38147.2783347,-25758.5205716,-40278.970078,-25758.5205716
126,0.002333333333,203314.309064,234443.517571,204537.112664,234665.126736,203314.309064,234665.126736,101989.309064,133118.517571,103212.112664,133340.126736,101989.309064,133340.126736,377.283781687,393.410791903,381.869311538,402.523321889,377.283781687,402.523321889,361.327567296,413.970333384,358.633776673,411.639242296,358.633776673,413.970333384,-40451.6154722,-29494.3198621,-38336.2460328,-25992.5847918,-40451.6154722,-25992.5847918
127,0.002351851852,203936.359588,235079.325866,205139.090235,235295.134932,203936.359588,235295.134932,102611.359588,133754.325866,103814.090235,133970.134932,102611.359588,133970.134932,377.112768481,393.091295979,381.650483798,402.099524053,377.112768481,402.099524053,362.366611808,414.967880614,359.678685382,412.648454936,359.678685382,414.967880614,-40620.0570024,-29694.5787469,-38520.5336296,-26220.7473521,-40620.0570024,-26220.7473521
128,0.00237037037,204574.466513,235731.695832,205757.55243,235940.387501,204574.466513,235940.387501,103249.466513,134406.695832,104432.55243,134615.387501,103249.466513,134615.387501,376.954791956,392.7903675,381.445947033,401.696904684,376.954791956,401.696904684,363.419804478,415.97541827,360.737407106,413.667342002,360.737407106,415.97541827,-40784.3964256,-29889.9141633,-38700.2564241,-26443.168537,-40784.3964256,-26443.168537
129,0.002388888889,205228.558355,236396.34641,206392.41122,236598.848071,205228.558355,236598.848071,103903.558355,135071.34641,105067.41122,135273.848071,103903.558355,135273.848071,376.809504619,392.50753161,381.255315767,401.314906949,376.809504619,401.314906949,364.487164699,416.992805229,361.809964509,414.695767517,361.809964509,416.992805229,-40944.7301159,-30080.454939,-38875.5237787,-26660.0009014,-40944.7301159,-26660.0009014
130,0.002407407407,205898.563244,237073.088027,207043.578822,237269.560063,205898.563244,237269.560063,104573.563244,135748.088027,105718.578822,135944.560063,104573.563244,135944.560063,376.676569922,392.242330652,381.078217143,400.952994739,376.676569922,400.952994739,365.568703802,418.019888377,362.896372095,415.73358338,362.896372095,418.019888377,-41101.1492661,-30266.3234368,-39046.4393445,-26871.3895736,-41101.1492661,-26871.3895736
131,0.002425925926,206584.408963,237761.725962,207710.967718,237952.322388,206584.408963,237952.322388,105259.408963,136436.725962,106385.967718,136627.322388,105259.408963,136627.322388,376.555661816,391.994323432,380.914290411,400.610651797,376.555661816,400.610651797,366.664425393,419.056502805,363.996636548,416.780629569,363.996636548,419.056502805,-41253.7400803,-30447.635823,-39213.1012758,-27077.4725409,-41253.7400803,-27077.4725409
132,0.002444444444,207286.022983,238462.060276,208394.490654,238646.929052,207286.022983,238646.929052,105961.022983,137137.060276,107069.490654,137321.929052,105961.022983,137321.929052,376.446464336,391.763084656,380.763186429,400.287380895,376.446464336,400.287380895,367.774325656,420.102471982,365.110757033,417.836734299,365.110757033,420.102471982,-41402.583955,-30624.5022388,-39375.6024333,-27278.3809213,-41402.583955,-27278.3809213
133,0.002462962963,208003.332477,239173.885701,209094.060625,239353.169055,208003.332477,239353.169055,106678.332477,137848.885701,107769.060625,138028.169055,106678.332477,138028.169055,376.348671199,391.548204256,380.624567194,399.982703059,376.348671199,399.982703059,368.898393635,421.157607878,366.23872546,418.901714153,366.23872546,421.157607878,-41547.7576517,-30797.0270465,-39534.0305763,-27474.2392192,-41547.7576517,-27474.2392192
134,0.002481481481,208736.264327,239896.991533,209809.590855,240070.826267,208736.264327,240070.826267,107411.264327,138571.991533,108484.590855,138745.826267,107411.264327,138745.826267,376.261985421,391.349286789,380.498105394,399.69615683,376.261985421,399.69615683,370.036611479,422.221711044,367.380526736,419.975374153,367.380526736,422.221711044,-41689.3334606,-30965.3090442,-39688.4685453,-27665.1655691,-41689.3334606,-27665.1655691
135,0.0025,209484.745111,240631.161548,210540.994764,240799.679203,209484.745111,240799.679203,108159.745111,139306.161548,109215.994764,139474.679203,108159.745111,139474.679203,376.186118949,391.165950875,380.383483977,399.427297572,376.186118949,399.427297572,371.188954658,423.294570665,368.536138977,421.057507814,368.536138977,423.294570665,-41827.3793551,-31129.4416616,-39838.9944347,-27851.2719646,-41827.3793551,-27851.2719646
136,0.002518518519,210248.701086,241376.173813,211288.185915,241539.500978,210248.701086,241539.500978,108923.701086,140051.173813,109963.185915,140214.500978,108923.701086,140214.500978,376.120792308,390.997828665,380.280395738,399.175696815,376.120792308,399.175696815,372.355392166,424.375964552,369.705533693,422.147897138,369.705533693,424.375964552,-41961.9591383,-31289.513147,-39985.6817568,-28032.6644761,-41961.9591383,-28032.6644761
137,0.002537037037,211028.05815,242131.800493,212051.077965,242290.059045,211028.05815,242290.059045,109703.05815,140806.800493,110726.077965,140965.059045,109703.05815,140965.059045,376.06573426,390.844565334,380.188542928,398.940941625,376.06573426,398.940941625,373.535886677,425.465659115,370.888675963,423.24631258,370.888675963,425.465659115,-42093.132582,-31445.6067426,-40128.5995961,-28209.4434555,-42093.132582,-28209.4434555
138,0.002555555556,211822.74179,242897.807635,212829.584584,243051.114967,211822.74179,243051.114967,110497.74179,141572.807635,111504.584584,141726.114967,110497.74179,141726.114967,376.020681475,390.705818605,380.107636867,398.722634024,376.020681475,398.722634024,374.73039472,426.563409277,372.08552455,424.352512963,372.08552455,426.563409277,-42220.9555577,-31597.8008501,-40267.8127563,-28381.7037305,-42220.9555577,-28381.7037305
139,0.002574074074,212632.677019,243673.954917,213623.55428,243822.424147,212632.677019,243822.424147,111307.677019,142348.954917,112298.55428,142497.424147,111307.677019,142497.424147,375.985378214,390.581258295,380.037397586,398.520352685,375.985378214,398.520352685,375.938866774,427.668958351,373.295959752,425.466245357,373.295959752,427.668958351,-42345.4801605,-31746.1691872,-40403.3818985,-28549.5433461,-42345.4801605,-28549.5433461
140,0.002592592593,213457.788306,244459.995369,214432.965088,244603.735546,213457.788306,244603.735546,112132.788306,143134.995369,113107.965088,143278.735546,112132.788306,143278.735546,375.95957602,390.47056588,379.977553465,398.333766129,375.95957602,398.333766129,377.161247265,428.782037874,374.51999956,426.587244911,374.51999956,428.782037874,-42466.7548262,-31890.7809349,-40535.363672,-28713.0378756,-42466.7548262,-28713.0378756
141,0.002611111111,214297.999493,245255.675059,215257.730134,245394.791352,214297.999493,245394.791352,112972.999493,143930.675059,113932.730134,144069.791352,112972.999493,144069.791352,375.943033416,390.373434086,379.927840896,398.162517944,375.943033416,398.162517944,378.397474706,429.902367397,375.757584325,427.715234634,375.757584325,429.902367397,-42584.8244415,-32031.7008759,-40663.810838,-28872.2666429,-42584.8244415,-28872.2666429
142,0.00262962963,215153.233682,246060.732747,216097.762147,246195.326626,215153.233682,246195.326626,113828.233682,144735.732747,114772.762147,144870.326626,113828.233682,144870.326626,375.935515616,390.289566497,379.888003949,398.006264591,375.935515616,398.006264591,379.647481716,431.029654208,377.008648362,428.849925131,377.008648362,431.029654208,-42699.7304483,-32168.9895253,-40788.7723855,-29027.304119,-42699.7304483,-29027.304119
143,0.002648148148,216023.41311,246874.899494,216952.97332,247005.068908,216023.41311,247005.068908,114698.41311,145549.899494,115627.97332,145680.068908,114698.41311,145680.068908,375.936794234,390.218677186,379.857794067,397.864674948,375.936794234,397.864674948,380.911195017,432.163593035,378.273119954,429.991014364,378.273119954,432.163593035,-42811.5109416,-32302.7032524,-40910.2936378,-29178.2200661,-42811.5109416,-29178.2200661
144,0.002666666667,216908.459016,247697.89824,217823.275152,247823.737776,216908.459016,247823.737776,115583.459016,146372.89824,116498.275152,146498.737776,115583.459016,146498.737776,375.946647002,390.160490355,379.836970235,397.737429878,375.946647002,397.737429878,382.188535417,433.303865665,379.550921313,431.13818869,379.550921313,433.303865665,-42920.2007612,-32432.894396,-41028.416283,-29325.0796729,-42920.2007612,-29325.0796729
145,0.002685185185,217808.291483,248529.443331,218708.578279,248651.044374,217808.291483,248651.044374,116483.291483,147204.443331,117383.578279,147326.044374,116483.291483,147326.044374,375.964857496,390.114739998,379.825297816,397.624221813,375.964857496,397.624221813,383.479417749,434.45014053,380.841968531,432.291119969,380.841968531,434.45014053,-43025.8315784,-32559.6113711,-41143.1785998,-29467.9436814,-43025.8315784,-29467.9436814
146,0.002703703704,218722.829266,249369.240004,219608.792283,249486.690885,218722.829266,249486.690885,117397.829266,148044.240004,118283.792283,148161.690885,117397.829266,148161.690885,375.991214855,390.08116958,379.822548362,397.524754361,375.991214855,397.524754361,384.783750789,435.602072214,382.146171489,433.449465386,382.146171489,435.602072214,-43128.4319767,-32682.8987695,-41254.6155292,-29606.8685061,-43128.4319767,-29606.8685061
147,0.002722222222,219651.989596,250216.98382,220523.825479,250330.36996,219651.989596,250330.36996,118326.989596,148891.98382,119198.825479,149005.36996,118326.989596,149005.36996,376.025513618,390.05953172,379.828499544,397.438741928,376.025513618,397.438741928,386.101437137,436.759301252,383.46343373,434.612867579,383.46343373,436.759301252,-43228.0275136,-32802.7974533,-41362.7587249,-29741.9063446,-43228.0275136,-29741.9063446
148,0.002740740741,220595.687973,251072.360039,221453.584694,251181.764084,220595.687973,251181.764084,119270.687973,149747.360039,120128.584694,149856.764084,119270.687973,149856.764084,376.06755379,390.049587902,379.842934848,397.365909361,376.06755379,397.365909361,387.432373077,437.921454578,384.793652321,435.780954008,384.793652321,437.921454578,-43324.6407492,-32919.3446414,-41467.6366325,-29873.1052816,-43324.6407492,-29873.1052816
149,0.002759259259,221553.837919,251935.042941,222397.975007,252040.54489,221553.837919,252040.54489,120228.837919,150610.042941,121072.975007,150715.54489,120228.837919,150715.54489,376.117139591,390.051108185,379.865643278,397.3059916,376.117139591,397.3059916,388.776448382,439.088141797,386.136717656,436.953336269,386.136717656,439.088141797,-43418.2914325,-33032.5739903,-41569.2745635,-30000.509385,-43418.2914325,-30000.509385
150,0.002777777778,222526.350689,252804.695072,223356.899484,252906.372402,222526.350689,252906.372402,121201.350689,151479.695072,122031.899484,151581.372402,121201.350689,151581.372402,376.174079622,390.063870928,379.896419052,397.258733355,376.174079622,397.258733355,390.133546066,440.258955753,387.492513244,438.129609303,387.492513244,440.258955753,-43508.996507,-33142.515668,-41667.694764,-30124.1587953,-43508.996507,-30124.1587953
151,0.002796296296,223513.135048,253680.966426,224330.25887,253778.894212,223513.135048,253778.894212,122188.135048,152355.966426,123005.25887,152453.894212,122188.135048,152453.894212,376.238186661,390.087662531,379.935061299,397.223888782,376.238186661,397.223888782,391.503542201,441.433471936,388.860915446,439.309350529,388.860915446,441.433471936,-43596.770157,-33249.1964229,-41762.9164787,-30244.0898083,-43596.770157,-30244.0898083
152,0.002814814815,224514.096938,254563.49354,225317.951269,254657.744564,224514.096938,254657.744564,123189.096938,153238.49354,123992.951269,153332.744564,123189.096938,153332.744564,376.309277373,390.122277179,379.981373751,397.201221187,376.309277373,397.201221187,392.886305601,442.611247499,390.241793184,440.492118875,390.241793184,442.611247499,-43681.6238587,-33352.6396457,-41854.9560091,-30360.3349513,-43681.6238587,-30360.3349513
153,0.002833333333,225529.13913,255451.898499,226319.871781,255542.543365,225529.13913,255542.543365,124204.13913,154126.898499,124994.871781,154217.543365,124204.13913,154217.543365,376.387172011,390.167516595,380.035164425,397.190502734,376.387172011,397.190502734,394.281697484,443.791820195,391.63500759,441.677453699,391.63500759,443.791820195,-43763.566428,-33452.865427,-41943.8267678,-30472.9230525,-43763.566428,-30472.9230525
154,0.002851851852,226558.160851,256345.787851,227335.912124,256432.895083,226558.160851,256432.895083,125233.160851,155020.787851,126010.912124,155107.895083,125233.160851,155107.895083,376.471694106,390.223189801,380.096245303,397.191514158,376.471694106,397.191514158,395.689571095,444.974707175,393.040411643,442.864873591,393.040411643,444.974707175,-43842.6040635,-33549.8906082,-42029.5393274,-30581.8793047,-43842.6040635,-30581.8793047
155,0.00287037037,227601.057368,257244.751395,228365.960198,257328.387543,227601.057368,257328.387543,126276.057368,155919.751395,127040.960198,156003.387543,126276.057368,156003.387543,376.562670146,390.289112893,380.164431993,397.204044501,376.562670146,397.204044501,397.109771274,446.159403656,394.457849718,444.053875037,394.457849718,446.159403656,-43918.7403852,-33643.728828,-42112.101465,-30687.2253231,-43918.7403852,-30687.2253231
156,0.002888888889,228657.719549,258148.360859,229409.899637,258228.51,228657.719549,258228.51,127332.719549,156823.360859,128084.899637,156903.51,127332.719549,156903.51,376.659929232,390.365108808,380.239543382,397.227890845,376.659929232,397.227890845,398.542133991,447.345381448,395.887157119,445.243930942,395.887157119,447.345381448,-43991.9764693,-33734.390563,-42191.5182023,-30788.9791965,-43991.9764693,-30788.9791965
157,0.002907407407,229728.033366,259056.168424,230467.609296,259132.893456,229728.033366,259132.893456,128403.033366,157731.168424,129142.609296,157807.893456,128403.033366,157807.893456,376.763302726,390.451007111,380.321401269,397.262858062,376.763302726,397.262858062,399.986485804,448.532087306,397.328159533,446.434488963,397.328159533,448.532087306,-44062.3108783,-33821.8831639,-42267.7918403,-30887.1555336,-44062.3108783,-30887.1555336
158,0.002925925926,230811.879368,259967.705098,231538.96271,260041.06721,230811.879368,260041.06721,129486.879368,158642.705098,130213.96271,158716.06721,129486.879368,158716.06721,376.872623864,390.546643777,380.409829974,397.308758562,376.872623864,397.308758562,401.442643286,449.718941088,398.780672442,447.624969692,398.780672442,449.718941088,-44129.7396877,-33906.2108858,-42340.921991,-30981.7655033,-44129.7396877,-30981.7655033
159,0.002944444444,231909.132091,260882.398534,232623.827492,260952.537665,231909.132091,260952.537665,130584.132091,159557.398534,131298.827492,159627.537665,130584.132091,159627.537665,376.987727348,390.651860976,380.504655929,397.365412057,376.987727348,397.365412057,402.910412359,450.905333713,400.244500455,448.814764576,400.244500455,450.905333713,-44194.2565081,-33987.3749142,-42410.9056028,-31072.8168694,-44194.2565081,-31072.8168694
160,0.002962962963,233019.659423,261799.812103,233722.064685,261866.786315,233019.659423,261866.786315,131694.659423,160474.812103,132397.064685,160541.786315,131694.659423,160541.786315,377.108448905,390.766506872,380.605707231,397.432645319,377.108448905,397.432645319,404.38958758,452.090624859,401.719436584,450.00323363,401.719436584,452.090624859,-44255.8525031,-34065.3733865,-42477.7369823,-31160.3140198,-44255.8525031,-31160.3140198
161,0.002981481481,234143.321906,262719.401545,234833.528042,262783.267471,234143.321906,262783.267471,132818.321906,161394.401545,133508.528042,161458.267471,132818.321906,161458.267471,377.234624802,390.890435407,380.712813161,397.510291954,377.234624802,397.510291954,405.879951344,453.274140389,403.205261431,451.189702842,403.205261431,453.274140389,-44314.5164025,-34140.2014072,-42541.4078115,-31244.257991,-44314.5164025,-31244.257991
162,0.003,235279.971967,263640.592802,235958.063254,263701.405732,235279.971967,263701.405732,133954.971967,162315.592802,134633.063254,162376.405732,133954.971967,162376.405732,377.366091322,391.023506099,380.825803663,397.598192169,377.366091322,397.598192169,407.381273001,454.455169448,404.701742302,452.373461267,404.701742302,454.455169448,-44370.2345122,-34211.8510605,-42601.907159,-31324.6464865,-44370.2345122,-31324.6464865
163,0.003018518519,236429.453085,264562.779155,237095.507173,264620.593112,236429.453085,264620.593112,135104.453085,163237.779155,135770.507173,163295.593112,135104.453085,163295.593112,377.502684174,391.165583862,380.944508762,397.696192529,377.502684174,397.696192529,408.89330789,455.63296119,406.208632344,453.553757743,406.208632344,455.63296119,-44422.9907181,-34280.3114127,-42659.2214875,-31401.473908,-44422.9907181,-31401.473908
164,0.003037037037,237591.598865,265485.317983,238245.686755,265540.185809,237591.598865,265540.185809,136266.598865,164160.317983,136920.686755,164215.185809,136266.598865,164215.185809,377.644087637,391.316538838,381.068613777,397.804145766,377.644087637,397.804145766,410.41579626,456.805942856,407.725669273,454.729018854,407.725669273,456.805942856,-44472.7593397,-34345.5685098,-42713.3270969,-31474.7313326,-44472.7593397,-31474.7313326
165,0.003055555556,238754.097731,266396.810131,239396.352267,266448.798481,238754.097731,266448.798481,137429.097731,165071.810131,138071.352267,165123.798481,137429.097731,165123.798481,377.785107909,391.47152045,381.193123307,397.919495999,377.785107909,397.919495999,411.923142701,457.965759437,409.237389705,455.872210212,409.237389705,457.965759437,-44519.2762018,-34407.3138014,-42763.9482111,-31544.2242546,-44519.2762018,-31544.2242546
166,0.003074074074,239888.987129,267275.857351,240522.483581,267325.061296,239888.987129,267325.061296,138563.987129,165950.857351,139197.483581,166000.061296,138563.987129,166000.061296,377.923777918,391.627287117,381.316139284,398.037349914,377.923777918,398.037349914,413.38844831,459.083875083,410.713082579,456.97260544,410.713082579,459.083875083,-44562.4173701,-34465.31641,-42810.9579188,-31609.5672604,-44562.4173701,-31609.5672604
167,0.003092592593,240990.986329,268124.537525,241613.320152,268171.049275,240990.986329,268171.049275,139665.986329,166799.537525,140288.320152,166846.049275,139665.986329,166846.049275,378.060688099,391.784205616,381.438218809,398.158013003,378.060688099,398.158013003,414.8198114,460.160373017,412.154235884,458.032722214,412.154235884,460.160373017,-44602.180079,-34519.5601318,-42854.3573343,-31670.7504346,-44602.180079,-31670.7504346
168,0.003111111111,242066.4797,268944.870792,242679.107604,268988.779978,242066.4797,268988.779978,140741.4797,167619.870792,141354.107604,167663.779978,140741.4797,167663.779978,378.196402216,391.942634419,381.55989416,398.281785397,378.196402216,398.281785397,416.218703067,461.19776376,413.562332405,459.055000514,413.562332405,461.19776376,-44638.5620452,-34570.0289821,-42894.1478346,-31727.7637692,-44638.5620452,-31727.7637692
169,0.00312962963,243121.739205,269738.819236,243724.883614,269780.212275,243121.739205,269780.212275,141796.739205,168413.819236,142399.883614,168455.212275,141796.739205,168455.212275,378.331459008,392.102924447,381.681674351,398.408962451,378.331459008,398.408962451,417.586589109,462.198479545,414.938849487,460.041803144,414.938849487,462.198479545,-44671.5612039,-34616.7070275,-42930.330798,-31780.5970015,-44671.5612039,-31780.5970015
170,0.003148148148,244157.901543,270508.286813,244751.78364,270547.246651,244157.901543,270547.246651,142832.901543,169183.286813,143426.78364,169222.246651,142832.901543,169222.246651,378.466373719,392.265419777,381.804046573,398.539835309,378.466373719,398.539835309,418.924929932,463.164874698,416.28525892,460.995416418,416.28525892,463.164874698,-44701.1754598,-34659.5782231,-42962.9073582,-31829.2394556,-44701.1754598,-31829.2394556
171,0.003166666667,245176.10443,271255.118718,245760.944042,271291.725181,245176.10443,271291.725181,143851.10443,169930.118718,144435.944042,169966.725181,143851.10443,169966.725181,378.601639525,392.430458327,381.927477537,398.674691433,378.601639525,398.674691433,420.235180557,464.099225214,417.590102139,461.918050915,417.590102139,464.099225214,-44727.4024498,-34698.6262535,-42991.8781701,-31873.6798881,-44727.4024498,-31873.6798881
172,0.003185185185,246177.486641,271981.101791,246753.502137,272015.43158,246177.486641,272015.43158,144852.486641,170656.101791,145428.502137,170690.43158,144852.486641,170690.43158,378.737728839,392.598372504,382.052414699,398.813815122,378.737728839,398.813815122,421.518790743,465.003729665,418.867815868,462.811842274,418.867815868,465.003729665,-44750.2393181,-34733.8343772,-43017.2431881,-31913.9063368,-44750.2393181,-31913.9063368
173,0.003203703704,247163.188137,272687.964559,247730.596358,272720.091259,247163.188137,272720.091259,145838.188137,171362.964559,146405.596358,171395.091259,145838.188137,171395.091259,378.875094506,392.769489826,382.179287384,398.957487999,378.875094506,398.957487999,422.777205204,465.880509577,420.120230079,463.678851871,420.120230079,465.880509577,-44769.6825011,-34765.1852738,-43039.0014553,-31949.9059728,-44769.6825011,-31949.9059728
174,0.003222222222,248134.350282,273377.377183,248693.366481,273407.37128,248134.350282,273407.37128,146809.350282,172052.377183,147368.366481,172082.37128,146809.350282,172082.37128,379.014170868,392.944133516,382.308507776,399.105989482,379.014170868,399.105989482,424.011863926,466.731609643,421.348785672,464.521067339,421.348785672,466.731609643,-44785.727522,-34792.6608938,-43057.1509011,-31981.6649552,-44785.727522,-31981.6649552
175,0.003240740741,249092.11616,274050.951199,249642.953944,274078.880108,249092.11616,274078.880108,147767.11616,172725.951199,148317.953944,172753.880108,147767.11616,172753.880108,379.155374682,393.122623184,382.440471775,399.259597236,379.155374682,399.259597236,425.224202877,467.558997663,422.554918872,465.340402787,422.554918872,467.558997663,-44798.3687919,-34816.2422903,-43071.688146,-32009.1682879,-44798.3687919,-32009.1682879
176,0.003259259259,250037.630959,274710.238924,250580.502232,274736.167014,250037.630959,274736.167014,148712.630959,173385.238924,149255.502232,173411.167014,148712.630959,173411.167014,379.299105895,393.305275442,382.575559708,399.418587604,379.299105895,399.418587604,426.411706577,468.364564029,423.740061747,466.138698548,423.740061747,468.364564029,-44807.599416,-34835.9094575,-43082.6083118,-32032.3996786,-44807.599416,-32032.3996786
177,0.003277777778,250972.042442,275356.732328,251507.157344,275380.720955,250972.042442,275380.720955,149647.042442,174031.732328,150182.157344,174055.720955,149647.042442,174055.720955,379.445748213,393.492403927,382.714136857,399.583236023,379.445748213,399.583236023,427.578454803,469.150120548,424.905642793,466.917720283,424.905642793,469.150120548,-44813.4110034,-34851.6412837,-43089.9048332,-32051.3413987,-44813.4110034,-32051.3413987
178,0.003296296296,251896.501491,275991.861144,252424.06832,276013.968686,251896.501491,276013.968686,150571.501491,174666.861144,151099.06832,174688.968686,150571.501491,174688.968686,379.59566947,393.684320144,382.856553774,399.753817427,379.59566947,399.753817427,428.727361614,469.917398303,426.053087583,467.679157157,426.053087583,469.917398303,-44815.7934751,-34863.4153433,-43093.5692685,-32065.9741449,-44815.7934751,-32065.9741449
179,0.003314814815,252812.162713,276616.989888,253332.387837,276637.271775,252812.162713,276637.271775,151487.162713,175291.989888,152007.387837,175312.271775,151487.162713,175312.271775,379.749221695,393.881333953,383.003146329,399.930606623,379.749221695,399.930606623,429.859846474,470.668044184,427.183819487,468.424618724,427.183819487,470.668044184,-44814.7348688,-34871.2077531,-43093.5911045,-32076.2769007,-44814.7348688,-32076.2769007
180,0.003333333333,253720.185115,277233.413302,254233.272867,277251.922058,253720.185115,277251.922058,152395.185115,175908.413302,152908.272867,175926.922058,152395.185115,175926.922058,379.906740834,394.083754043,383.154235406,400.113878666,379.906740834,400.113878666,430.977327886,471.403615473,428.299260444,469.155630001,428.299260444,471.403615473,-44810.2211329,-34874.9930281,-43089.9575508,-32082.2267985,-44810.2211329,-32082.2267985
181,0.003351851852,254621.732827,277842.349564,255127.885392,277859.134845,254621.732827,277859.134845,153296.732827,176517.349564,153802.885392,176534.134845,153296.732827,176534.134845,380.068545979,394.29188837,383.310126133,400.303909209,380.068545979,400.303909209,432.081224241,472.125571728,429.400831788,469.873623959,429.400831788,472.125571728,-44802.2359046,-34874.7439377,-43082.6533143,-32083.7989807,-44802.2359046,-32083.7989807
182,0.00337037037,255517.975888,278444.930197,256017.39317,278460.038834,255517.975888,278460.038834,154192.975888,177119.930197,154692.39317,177135.038834,154192.975888,177135.038834,380.23493792,394.506044594,383.471106452,400.500974843,380.23493792,400.500974843,433.172954721,472.835262652,430.489955121,470.579930277,430.489955121,472.835262652,-44790.7602588,-34870.4313609,-43071.6603439,-32080.9664609,-44790.7602588,-32080.9664609
183,0.003388888889,256410.091067,279042.185065,256902.97055,279055.661105,256410.091067,279055.661105,155085.091067,177717.185065,155577.97055,177730.661105,155085.091067,177730.661105,380.406196731,394.726530481,383.637444752,400.705353419,380.406196731,400.705353419,434.253940233,473.533910011,431.568053227,471.275758537,431.568053227,473.533910011,-44775.7724142,-34862.0241407,-43056.9575261,-32073.6999828,-44775.7724142,-32073.6999828
184,0.003407407407,257299.262736,279635.01976,257785.79933,279646.904509,257299.262736,279646.904509,155974.262736,178310.01976,156460.79933,178321.904509,155974.262736,178321.904509,380.582577868,394.953654294,383.809386054,400.91732436,380.582577868,400.91732436,435.32560438,474.222580361,432.636551029,471.962172892,432.636551029,474.222580361,-44757.2473676,-34849.4889367,-43038.5203052,-32061.9678777,-44757.2473676,-32061.9678777
