crank_angle_deg,cycle_time_s,cantera_pressure_pa_abs_min,cantera_pressure_pa_abs_max,wiebe_pressure_pa_abs_min,wiebe_pressure_pa_abs_max,cross_model_pressure_pa_abs_min,cross_model_pressure_pa_abs_max,cantera_pressure_gauge_pa_min,cantera_pressure_gauge_pa_max,wiebe_pressure_gauge_pa_min,wiebe_pressure_gauge_pa_max,cross_model_pressure_gauge_pa_min,cross_model_pressure_gauge_pa_max,cantera_temperature_k_min,cantera_temperature_k_max,wiebe_temperature_k_min,wiebe_temperature_k_max,cross_model_temperature_k_min,cross_model_temperature_k_max,cantera_h_gas_w_m2_k_min,cantera_h_gas_w_m2_k_max,wiebe_h_gas_w_m2_k_min,wiebe_h_gas_w_m2_k_max,cross_model_h_gas_w_m2_k_min,cross_model_h_gas_w_m2_k_max,cantera_wall_heat_flux_w_m2_min,cantera_wall_heat_flux_w_m2_max,wiebe_wall_heat_flux_w_m2_min,wiebe_wall_heat_flux_w_m2_max,cross_model_wall_heat_flux_w_m2_min,cross_model_wall_heat_flux_w_m2_max
579,0.010722222222,849330.734937,887567.528921,833756.930651,868413.528243,833756.930651,887567.528921,748005.734937,786242.528921,732431.930651,767088.528243,732431.930651,786242.528921,1557.13978871,1588.50117548,1616.63553038,1647.80726434,1557.13978871,1647.80726434,546.89076717,561.883469269,528.250468264,541.38341707,528.250468264,561.883469269,591812.259231,623152.124982,603069.50351,631413.317159,591812.259231,631413.317159
580,0.010740740741,841428.564182,880765.995186,826380.204605,862107.81708,826380.204605,880765.995186,740103.564182,779440.995186,725055.204605,760782.81708,725055.204605,779440.995186,1553.83183135,1586.26089372,1613.61746303,1645.7664754,1553.83183135,1645.7664754,543.428513287,558.962712514,525.027875906,538.681673756,525.027875906,558.962712514,586267.978197,619420.556204,597805.908085,627333.573698,586267.978197,627333.573698
581,0.010759259259,833690.341713,875430.258816,819155.236064,855941.707382,819155.236064,875430.258816,732365.341713,774105.258816,717830.236064,754616.707382,717830.236064,774105.258816,1550.56445398,1584.06131201,1610.63621186,1643.76318862,1550.56445398,1643.76318862,540.028845296,556.100442384,521.863670318,536.034661339,521.863670318,556.100442384,580835.830125,615781.15514,592647.281668,623924.631427,580835.830125,623924.631427
582,0.010777777778,826112.441527,870461.379489,812078.778084,849912.61727,812078.778084,870461.379489,724787.441527,769136.379489,710753.778084,748587.61727,710753.778084,769136.379489,1547.33727447,1581.90225461,1607.691455,1641.79726522,1547.33727447,1641.79726522,536.690657408,553.295789657,518.756850163,533.441599033,518.756850163,553.295789657,575513.396799,612232.548167,587591.451403,620601.911322,575513.396799,620601.911322
583,0.010796296296,818691.335285,865621.54221,805147.669598,845134.303472,805147.669598,865621.54221,717366.335285,764296.54221,703822.669598,743809.303472,703822.669598,764296.54221,1544.14991453,1579.78355076,1604.78287355,1639.8685708,1544.14991453,1639.8685708,533.412868648,551.034095379,515.706436389,530.9017254,515.706436389,551.034095379,570298.322924,608773.404484,582636.299613,617364.236578,570298.322924,617364.236578
584,0.010814814815,811423.588006,860908.848447,798358.831601,840805.605506,798358.831601,860908.848447,710098.588006,759583.848447,697033.831601,739480.605506,697033.831601,759583.848447,1541.00199909,1577.7050343,1601.91015103,1637.97697496,1541.00199909,1637.97697496,530.194421616,549.015752632,512.711471102,528.414297389,512.711471102,549.015752632,565188.313349,605402.434335,577779.761335,614210.467542,565188.313349,614210.467542
585,0.010833333333,804305.853887,856321.459452,791709.26343,836594.450077,791709.26343,856321.459452,702980.853887,754996.459452,690384.26343,735269.450077,690384.26343,754996.459452,1537.89315567,1575.66654303,1599.07297281,1636.12235074,1537.89315567,1636.12235074,527.034281266,547.048868788,509.771016445,526.335144407,509.771016445,547.048868788,560181.130363,602118.387279,573019.821908,611139.500152,560181.130363,611139.500152
586,0.010851851852,797334.872234,851857.593701,785196.03915,832499.272316,785196.03915,851857.593701,696009.872234,750532.593701,683871.03915,731174.272316,683871.03915,750532.593701,1534.82301374,1573.66791831,1596.27102552,1634.30457427,1534.82301374,1634.30457427,523.931433705,545.132920047,506.8841535,524.58195879,506.8841535,545.132920047,555274.591063,598920.050471,568354.514616,608150.264405,555274.591063,608150.264405
587,0.01087037037,790507.463506,847515.524365,778816.304018,828518.556812,778816.304018,847515.524365,689182.463506,746190.524365,677491.304018,727193.556812,677491.304018,746190.524365,1531.79120405,1571.70900443,1593.50399648,1632.5235242,1531.79120405,1632.5235242,520.884884999,543.267397805,504.049981194,522.876391001,504.049981194,543.267397805,550466.56479,595806.246988,563781.91839,605241.722832,550466.56479,605241.722832
588,0.010888888889,783820.525457,843293.576828,772567.271035,824650.835386,772567.271035,843293.576828,682495.525457,741968.576828,671242.271035,723325.835386,671242.271035,741968.576828,1528.79735797,1569.78964809,1590.77157304,1630.77908122,1528.79735797,1630.77908122,517.893660003,541.451807829,501.267615224,521.218006784,501.267615224,541.451807829,545754.97062,592775.834152,559300.155551,602412.868995,545754.97062,602412.868995
589,0.010907407407,777271.029372,839190.126225,766446.217574,820894.684883,766446.217574,839190.126225,675946.029372,737865.126225,665121.217574,719569.684883,665121.217574,737865.126225,1525.84110678,1567.90969785,1588.07344201,1629.07112759,1525.84110678,1629.07112759,514.9568012,539.685669417,498.536186979,519.606384446,498.536186979,539.685669417,541137.774916,589827.701896,554907.389607,599662.725999,541137.774916,599662.725999
590,0.010925925926,770856.016387,835203.595013,760450.482076,817248.724989,760450.482076,835203.595013,669531.016387,733878.595013,659125.482076,715923.724989,659125.482076,733878.595013,1522.92208101,1566.0690035,1585.409289,1627.39954655,1522.92208101,1627.39954655,512.07336753,537.968514583,495.854842473,518.041114115,495.854842473,537.968514583,536612.988931,586960.771119,550601.823078,596990.345002,536612.988931,596990.345002
591,0.010944444444,764572.593892,831332.450539,754577.460805,813711.616058,754577.460805,831332.450539,663247.593892,730007.450539,653252.460805,712386.616058,653252.460805,730007.450539,1520.03990967,1564.26741549,1582.77879773,1625.76422183,1520.03990967,1625.76422183,509.242433262,536.299887204,493.222741293,516.521796961,493.222741293,536.299887204,532178.666455,584173.992063,546381.695363,594394.80374,532178.666455,594394.80374
592,0.010962962963,758417.932001,827575.202664,748824.604665,810282.056942,748824.604665,827575.202664,657092.932001,726250.202664,647499.604665,708957.056942,647499.604665,726250.202664,1517.19421954,1562.50478433,1580.18164941,1624.16503705,1517.19421954,1624.16503705,506.463086834,534.679342177,490.639055522,515.04804442,490.639055522,534.679342177,527832.901508,581466.342699,542245.280646,591875.205049,527832.901508,591875.205049
593,0.010981481481,752389.260089,823930.401369,743189.41607,806958.782829,743189.41607,823930.401369,651064.260089,722605.401369,641864.41607,705633.782829,641864.41607,722605.401369,1514.38463439,1560.78095988,1577.61752197,1622.60187514,1514.38463439,1622.60187514,503.734429723,533.106444587,488.102968703,513.619477411,488.102968703,533.106444587,523573.826069,578836.827122,538190.885816,589430.675385,523573.826069,589430.675385
594,0.011,746483.863393,820396.634357,737669.445849,803740.563076,737669.445849,820396.634357,645158.863393,719071.634357,636344.445849,702415.563076,636344.445849,719071.634357,1511.61077423,1559.09579077,1575.0860894,1621.07461776,1511.61077423,1621.07461776,501.055575299,531.58076881,485.61367476,512.235725532,485.61367476,531.58076881,519399.607841,576284.473921,534216.848424,587060.363343,519399.607841,587060.363343
595,0.011018518519,740699.079659,816972.524655,732262.290202,800626.199032,732262.290202,816972.524655,639374.079659,715647.524655,630937.290202,699301.199032,630937.290202,715647.524655,1508.87225443,1557.44912364,1572.58702097,1619.58314465,1508.87225443,1619.58314465,498.425647697,530.101897656,483.170376948,510.896426256,483.170376948,530.101897656,515308.448051,573808.334558,530321.534656,584763.438156,515308.448051,584763.438156
596,0.011037037037,735032.29584,813656.728212,726965.587682,797614.521847,726965.587682,813656.728212,633707.29584,712331.728212,625640.587682,696289.521847,625640.587682,712331.728212,1506.168685,1555.84080248,1570.11998051,1618.12733302,1506.168685,1618.12733302,495.843780656,528.669421459,480.772286775,509.601224089,480.772286775,528.669421459,511298.579263,571407.481737,526503.337322,582539.088195,511298.579263,582539.088195
597,0.011055555556,729480.944829,810447.931473,721777.016208,794704.390263,721777.016208,810447.931473,628155.944829,709122.931473,620452.016208,693379.390263,620452.016208,709122.931473,1503.49966962,1554.27066788,1567.68462556,1616.70705682,1503.49966962,1616.70705682,493.309116391,527.282937165,478.418622938,508.349769739,478.418622938,527.282937165,507368.26323,569081.007757,522760.673866,580386.519443,507368.26323,580386.519443
598,0.011074074074,724042.502236,807344.848935,716694.290103,791894.688378,716694.290103,807344.848935,622717.502236,706019.848935,615369.290103,690569.688378,615369.290103,706019.848935,1500.86480486,1552.73855627,1565.28060659,1615.3221861,1500.86480486,1615.3221861,490.820804426,525.9420474,476.108610239,507.141719239,476.108610239,525.9420474,503515.788754,566828.022848,519091.984373,578304.953947,503515.788754,578304.953947
599,0.011092592593,718714.483184,804346.220676,711715.157143,789184.323375,711715.157143,804346.220676,617389.483184,703021.220676,610390.157143,687859.323375,610390.157143,703021.220676,1498.26367919,1551.24429913,1562.90756615,1613.97258629,1498.26367919,1613.97258629,488.378000438,524.646359512,473.841478485,505.976733059,473.841478485,524.646359512,499739.469562,564647.653483,515495.7296,576293.628254,499739.469562,576293.628254
600,0.011111111111,713494.439133,801450.80984,706837.395623,786572.22322,706837.395623,801450.80984,612169.439133,700125.80984,605512.395623,685247.22322,605512.395623,700125.80984,1495.69587207,1549.78772216,1560.56513802,1612.65811738,1495.69587207,1612.65811738,485.979865085,523.395484588,471.616461383,504.854475202,471.616461383,523.395484588,496037.642202,562539.040668,511970.388994,574351.79181,496037.642202,574351.79181
601,0.01112962963,708379.954772,798657.400089,702058.811431,784057.334305,702058.811431,798657.400089,607054.954772,697332.400089,600733.811431,682732.334305,600733.811431,697332.400089,1493.160953,1548.36864445,1558.25294624,1611.37863325,1493.160953,1611.37863325,483.62556284,522.189036445,469.432795436,503.774612244,469.432795436,522.189036445,492408.663958,560501.338195,508514.458719,572478.705327,492408.663958,572478.705327
602,0.011148148148,703368.644981,795964.792999,697377.235116,781638.619049,697377.235116,795964.792999,602043.644981,694639.792999,596052.235116,680313.619049,596052.235116,694639.792999,1490.65848046,1546.98687759,1555.97060427,1610.13398074,1490.65848046,1610.13398074,481.314260865,521.026630586,467.28971878,502.736812389,467.28971878,521.026630586,488850.910814,558533.710862,505126.449678,570673.639113,488850.910814,570673.639113
603,0.011166666667,698458.151312,793371.805399,692790.518957,779315.053438,692790.518957,793371.805399,597133.151312,692046.805399,591465.518957,677990.053438,591465.518957,692046.805399,1488.18800091,1545.64222475,1553.71771392,1608.92399892,1488.18800091,1608.92399892,479.045127577,519.907883126,465.186470055,501.740744442,465.186470055,519.907883126,485362.775156,556635.332654,501804.885524,568935.87136,485362.775156,568935.87136
604,0.011185185185,693646.139027,790877.266654,688296.534024,777085.624494,688296.534024,790877.266654,592321.139027,689552.266654,586971.534024,675760.624494,586971.534024,689552.266654,1485.74904775,1544.33447971,1551.49386443,1607.74851814,1485.74904775,1607.74851814,476.817331503,518.832409691,463.12228721,500.786076786,463.12228721,518.832409691,481942.663767,554805.384874,498548.300663,567264.686384,481942.663767,567264.686384
605,0.011203703704,688930.29399,788480.01586,683893.167218,774949.327678,683893.167218,788480.01586,587605.29399,687155.01586,582568.167218,673624.327678,582568.167218,687155.01586,1483.34114012,1543.0634259,1549.29863139,1606.60735913,1483.34114012,1606.60735913,474.630040064,517.799824256,461.096406315,499.872476301,461.096406315,517.799824256,478588.995732,553043.054226,495355.238242,565659.372807,478588.995732,565659.372807
606,0.011222222222,684308.319508,786178.898975,679578.3183,772905.16421,679578.3183,786178.898975,582983.319508,684853.898975,578253.3183,671580.16421,578253.3183,684853.898975,1480.96378181,1541.82883532,1547.13157563,1605.50033206,1480.96378181,1605.50033206,472.482418272,516.809737966,459.108060341,498.999607248,459.108060341,516.809737966,475300.200323,551347.530837,492224.248118,564119.22169,475300.200323,564119.22169
607,0.011240740741,679777.933155,783972.764633,675349.89688,770952.138292,675349.89688,783972.764633,578452.933155,682647.764633,574024.89688,669627.138292,574024.89688,682647.764633,1478.61646003,1540.63046739,1544.99224217,1604.42723555,1478.61646003,1604.42723555,470.373627437,515.861757268,457.156477895,498.167130104,457.156477895,515.861757268,472074.714861,549718.005506,489153.884806,562643.524595,472074.714861,562643.524595
608,0.011259259259,675336.86358,781860.464624,671205.819395,769089.254247,671205.819395,781860.464624,574011.86358,680535.464624,569880.819395,667764.254247,569880.819395,680535.464624,1476.29864419,1539.46806812,1542.88015899,1603.38785563,1476.29864419,1603.38785563,468.302823824,514.955484438,455.240881954,497.374700354,455.240881954,514.955484438,468910.982565,548153.669688,486142.705399,561231.571576,468910.982565,561231.571576
609,0.011277777778,670982.847281,779840.847283,667144.00603,767315.513541,667144.00603,779840.847283,569657.847281,678515.847283,565819.00603,665990.513541,565819.00603,678515.847283,1474.00978456,1538.34136864,1540.79483583,1602.38196464,1474.00978456,1602.38196464,466.269157297,514.090514487,453.360488549,496.621967235,453.360488549,514.090514487,465807.450379,546653.711278,483189.267466,559882.649105,465807.450379,559882.649105
610,0.011296296296,666713.625352,777912.755329,663162.377615,765629.911688,663162.377615,777912.755329,565388.625352,676587.755329,561837.377615,664304.911688,561837.377615,676587.755329,1471.749311,1537.25008406,1538.73576297,1601.40932015,1471.749311,1601.40932015,464.271769908,513.26643434,451.514505417,495.908572408,451.514505417,513.26643434,462762.566772,545217.313023,480292.126911,558596.037902,462762.566772,558596.037902
611,0.011314814815,662526.94019,776075.022441,659258.852462,764031.435036,659258.852462,776075.022441,561201.94019,674750.022441,557933.852462,662706.435036,557933.852462,674750.022441,1469.51663149,1536.19391222,1536.70240984,1600.46966371,1469.51663149,1600.46966371,462.30979448,512.482821375,449.702130624,495.234148598,449.702130624,512.482821375,459774.779511,543843.65016,477449.835795,557371.010682,459774.779511,557371.010682
612,0.011333333333,658420.532162,774326.4697,655431.343161,762519.057409,655431.343161,774326.4697,557095.532162,673001.4697,554106.343161,661194.057409,554106.343161,673001.4697,1467.31113074,1535.17253232,1534.69422375,1599.56271971,1467.31113074,1599.56271971,460.382353125,511.739241896,447.922551134,494.598318139,447.922551134,511.739241896,456842.533403,542531.88797,474660.940125,556206.82981,456842.533403,556206.82981
613,0.011351851852,654392.136215,772665.909808,651677.753306,761091.736609,651677.753306,772665.909808,553067.136215,671340.909808,550352.753306,659766.736609,550352.753306,671340.909808,1465.13216868,1534.18560455,1532.71062839,1598.68819399,1465.13216868,1598.68819399,458.488555732,511.035253562,446.174941357,494.000691486,446.174941357,511.035253562,453964.268001,541281.183989,471923.977594,555102.744846,453964.268001,555102.744846
614,0.01137037037,650439.478447,771092.119979,647995.974168,759748.410747,647995.974168,771092.119979,549114.478447,669767.119979,546670.974168,658423.410747,546670.974168,669767.119979,1462.97907884,1533.23276572,1530.75102237,1597.8457726,1462.97907884,1597.8457726,456.627498425,510.370391935,444.458461632,493.440865614,444.458461632,510.370391935,451138.415268,540090.671401,469237.47527,554057.989982,451138.415268,554057.989982
615,0.011388888889,646560.272607,769603.860311,644383.881298,758487.994423,644383.881298,769603.860311,545235.272607,668278.860311,543058.881298,657162.994423,543058.881298,668278.860311,1460.85116679,1532.31363051,1528.81477771,1597.03512029,1460.85116679,1597.03512029,454.798261955,509.74418009,442.772256678,492.918422388,442.772256678,509.74418009,448363.397203,538959.469683,466599.947246,553071.781356,448363.397203,553071.781356
616,0.011407407407,642752.216536,768199.859806,640839.331047,757309.374698,640839.331047,768199.859806,541427.216536,666874.859806,539514.331047,655984.374698,539514.331047,666874.859806,1458.7477084,1531.4277886,1526.90123817,1596.25587911,1458.7477084,1596.25587911,452.999910052,509.15612185,441.115453986,492.432926804,441.115453986,509.15612185,445637.62342,537886.675857,464009.892224,552143.314247,445637.62342,552143.314247
617,0.011425925926,639012.988541,766878.820445,637360.160456,756211.406894,637360.160456,766878.820445,537687.988541,665553.820445,536035.160456,654886.406894,536035.160456,665553.820445,1456.66794807,1530.57480422,1525.00971714,1595.50766684,1456.66794807,1595.50766684,451.231487739,508.60570415,439.487164131,491.983925175,439.487164131,508.60570415,442959.488673,536871.366582,461465.792897,551271.760121,442959.488673,551271.760121
618,0.011444444444,635340.243692,765639.403864,633944.182298,755192.910165,633944.182298,765639.403864,534015.243692,664314.403864,532619.182298,653867.910165,532619.182298,664314.403864,1454.61109691,1529.75421317,1523.13949585,1594.79007537,1454.61109691,1594.79007537,449.492019567,508.092390639,437.886478346,491.570943205,437.886478346,508.092390639,440327.370341,535912.589705,458966.112652,550456.263541,440327.370341,550456.263541
619,0.011462962963,631731.610048,764480.22937,630589.173766,754252.662858,630589.173766,764480.22937,530406.610048,663155.22937,529264.173766,652927.662858,529264.173766,663155.22937,1452.57633081,1528.96552139,1521.28982258,1594.10266899,1452.57633081,1594.10266899,447.780507819,507.615621011,436.312462406,491.193483983,436.312462406,507.615621011,437739.625843,535009.362663,456509.28888,549695.938917,437739.625843,549695.938917
620,0.011481481481,628184.68479,763399.868732,627292.878067,753389.397623,627292.878067,763399.868732,526859.68479,662074.868732,525967.878067,652064.397623,525967.878067,662074.868732,1450.56278844,1528.20820302,1519.45991017,1593.44498265,1450.56278844,1593.44498265,446.095930637,507.174808722,434.764157856,490.851025848,434.764157856,507.174808722,435194.590003,534160.668911,454093.733258,548989.867087,435194.590003,548989.867087
621,0.0115,624697.030279,762396.84112,624053.000497,752601.796279,624053.000497,762396.84112,523372.030279,661071.84112,522728.000497,651276.796279,522728.000497,661071.84112,1448.56956913,1527.48169844,1517.64893394,1592.81652004,1448.56956913,1592.81652004,444.437240105,506.769338804,433.240580125,490.543020164,433.240580125,506.769338804,432690.572356,533365.454421,451717.829006,548337.091731,432690.572356,548337.091731
622,0.011518518519,621266.170015,761469.607293,620867.204398,751888.484404,620867.204398,761469.607293,519941.170015,660144.607293,519542.204398,650563.484404,519542.204398,660144.607293,1446.59573077,1526.7854121,1515.85602963,1592.21675171,1446.59573077,1592.21675171,442.803360242,506.398565312,431.740716545,490.268888959,431.740716545,506.398565312,430225.854382,532622.623702,449379.928052,547736.615587,430225.854382,547736.615587
623,0.011537037037,617889.584507,760616.563694,617733.107006,751248.040683,617733.107006,760616.563694,516564.584507,659291.563694,516408.107006,649923.040683,516408.107006,659291.563694,1444.64028745,1526.11871033,1514.08029115,1591.64511706,1444.64028745,1591.64511706,441.193184957,506.061808738,430.263524317,490.028029634,430.263524317,506.061808738,427798.686683,531931.035749,447078.348119,547187.406513,427798.686683,547187.406513
624,0.011555555556,614564.701527,759836.036229,614648.275187,750678.946622,614564.701527,759836.036229,513239.701527,658511.036229,513323.275187,649353.946622,513239.701527,658511.036229,1442.70220941,1525.48091901,1512.32076832,1591.10100996,1442.70220941,1591.10100996,439.605572393,505.758353295,428.803548482,489.819791243,428.803548482,505.758353295,425407.283675,531289.499766,444811.369731,546688.363705,425407.283675,546688.363705
625,0.011574074074,611288.903149,759126.273713,611610.221041,750179.624003,611288.903149,759126.273713,509963.903149,657801.273713,510285.221041,648854.624003,509963.903149,657801.273713,1440.78041641,1524.8713211,1510.57646439,1590.58378871,1440.78041641,1590.58378871,438.039349882,505.487444043,427.362981485,489.643492584,427.362981485,505.487444043,423049.825733,530696.770675,442577.233118,546238.342575,423049.825733,546238.342575
626,0.011592592593,608059.521228,758485.440975,608616.397385,749748.412305,608059.521228,758485.440975,506734.521228,657160.440975,507291.397385,648423.412305,506734.521228,657160.440975,1438.87377419,1524.28915408,1508.84633352,1590.09276955,1438.87377419,1590.09276955,436.493311805,505.248283874,425.941751743,489.498411667,425.941751743,505.248283874,420724.455858,530151.544387,440374.135039,545836.139555,420724.455858,545836.139555
627,0.011611111111,604873.817928,757911.608769,605664.193103,749383.562701,604873.817928,757911.608769,503548.817928,656586.608769,504339.193103,648058.562701,503548.817928,656586.608769,1436.98109968,1523.73360677,1507.12927813,1589.62722399,1436.98109968,1589.62722399,434.966207394,505.040028902,424.538672687,489.383783223,424.538672687,505.040028902,418429.270513,529652.451074,438200.225495,545480.48776,418429.270513,545480.48776
628,0.01162962963,601728.99636,757402.754921,602750.922384,749083.23168,601728.99636,757402.754921,500403.99636,656077.754921,501425.922384,647758.23168,500403.99636,656077.754921,1435.10114814,1523.20381804,1505.42414916,1589.18637638,1435.10114814,1589.18637638,433.456748674,504.86178953,423.152515664,489.298795982,423.152515664,504.86178953,416162.32207,529198.055368,436053.601739,545170.052461,416162.32207,545170.052461
629,0.011648148148,598622.18725,756956.746192,599873.820992,748845.466796,598622.18725,756956.746192,497297.18725,655631.746192,498548.820992,647520.466796,497297.18725,655631.746192,1433.23261716,1522.69887197,1503.7297442,1588.76939914,1433.23261716,1588.76939914,431.963601909,504.712621864,421.782003266,489.24258624,421.782003266,504.712621864,413921.612775,528786.844597,433932.305747,544903.42131,413921.612775,544903.42131
630,0.011666666667,595550.446115,756571.335185,597030.058358,748668.200823,595550.446115,756571.335185,494225.446115,655246.335185,495705.058358,647343.200823,494225.446115,655246.335185,1431.37414188,1522.21779581,1502.04479543,1588.37541068,1431.37414188,1588.37541068,430.485386429,504.591526676,420.425817094,489.214235389,420.425817094,504.591526676,411705.092037,528417.22635,431834.328143,544679.100235,411705.092037,544679.100235
631,0.011685185185,592510.748817,756244.150129,594216.720524,748549.254508,592510.748817,756244.150129,491185.748817,654919.150129,492891.720524,647224.254508,491185.748817,654919.150129,1429.52429144,1521.75955636,1500.3679714,1588.0034762,1429.52429144,1588.0034762,429.020672292,504.497444843,419.082589585,489.212771481,419.082589585,504.497444843,409510.653232,528087.521547,429757.599025,544495.515259,409510.653232,544495.515259
632,0.011703703704,589499.986531,755972.685546,591430.804575,748486.319003,589499.986531,755972.685546,488174.986531,654647.685546,490105.804575,647161.319003,488174.986531,654647.685546,1427.68156571,1521.32305653,1498.69787386,1587.65260166,1427.68156571,1587.65260166,427.567977508,504.429253253,417.750901103,489.237161316,417.750901103,504.429253253,407336.130261,527795.958066,427699.984094,544351.000367,407336.130261,544351.000367
633,0.011722222222,586514.960638,755754.292353,588669.213184,748476.946166,586514.960638,755754.292353,485189.960638,654429.292353,487344.213184,647151.946166,485189.960638,654429.292353,1425.84439174,1520.90713169,1497.03303424,1587.32173038,1425.84439174,1587.32173038,426.12576521,504.385760445,416.429277024,489.286306205,416.429277024,504.385760445,405179.294026,527540.663972,425659.280794,544243.790769,405179.294026,544243.790769
634,0.011740740741,583552.377533,755586.173172,585928.749022,748518.538359,583552.377533,755586.173172,482227.377533,654261.173172,484603.749022,647193.538359,482227.377533,654261.173172,1424.01112014,1520.51054743,1495.37190999,1587.00973944,1424.01112014,1587.00973944,424.692440717,504.365704792,415.116184701,489.359037531,415.116184701,504.365704792,403037.848879,527319.664122,423633.214366,544172.015818,403037.848879,544172.015818
635,0.011759259259,580608.843375,755465.353264,583206.109052,748608.337711,580608.843375,755465.353264,479283.843375,654140.353264,481881.109052,647283.337711,479283.843375,654140.353264,1422.18002126,1520.13199041,1493.71288094,1586.7154359,1422.18002126,1586.7154359,423.266348538,504.367740899,413.810030326,489.454112068,413.810030326,504.367740899,400909.429007,527130.860946,421619.433842,544133.691551,400909.429007,544133.691551
636,0.011777777778,577680.871581,755388.688014,580497.878741,748743.414846,577680.871581,755388.688014,476355.871581,654063.688014,479172.878741,647418.414846,476355.871581,654063.688014,1420.34923224,1519.77006939,1492.05424551,1586.43755285,1420.34923224,1586.43755285,421.845784468,504.390443723,412.509155686,489.570207052,412.509155686,504.390443723,398791.588469,526972.038887,419615.508014,544126.712876,398791.588469,544126.712876
637,0.011796296296,574764.852487,755352.844127,577800.526277,748920.657098,574764.852487,755352.844127,473439.852487,654027.844127,476475.526277,647595.657098,473439.852487,654027.844127,1418.5168031,1519.4233088,1490.39421716,1586.17474525,1418.5168031,1586.17474525,420.428969898,504.432299979,411.211834803,489.70591504,411.211834803,504.432299979,396681.797609,526840.851811,417618.921477,544148.845391,396681.797609,544148.845391
638,0.011814814815,571857.039097,755354.286978,575110.396953,749136.756336,571857.039097,755354.286978,470532.039097,654029.286978,473785.396953,647811.756336,470532.039097,654029.286978,1416.68077335,1519.09014411,1488.73092123,1585.9255856,1416.68077335,1585.9255856,419.014030628,504.491702516,409.916270531,489.859738589,409.916270531,504.491702516,394577.456407,526734.814382,415627.070909,544197.716954,394577.456407,544197.716954
639,0.011833333333,568953.571431,755389.266399,572423.707997,749388.196937,568953.571431,755389.266399,467628.571431,654064.266399,471098.707997,648063.196937,467628.571431,654064.266399,1414.83909233,1518.76891641,1487.06239245,1585.68855973,1414.83909233,1585.68855973,417.599022793,504.566943988,408.620591156,490.030085004,408.620591156,504.566943988,392475.886541,526651.292381,413637.261828,544270.809336,392475.886541,544270.809336
640,0.011851851852,566050.472968,755453.89365,569736.544258,749671.247456,566050.472968,755453.89365,464725.472968,654128.89365,468411.544258,648346.247456,464725.472968,654128.89365,1412.98956568,1518.45789663,1485.38657352,1585.46206375,1412.98956568,1585.46206375,416.181938227,504.656254032,407.322847156,490.215262826,407.322847156,504.656254032,390374.315483,526587.553352,411646.706149,544365.45244,390374.315483,544365.45244
641,0.01187037037,563143.635437,755543.848556,567044.855137,749981.90878,563143.635437,755543.848556,461818.635437,654218.848556,465719.855137,648656.90878,461818.635437,654218.848556,1411.12989298,1518.15518907,1483.70131461,1585.24438746,1411.12989298,1585.24438746,414.760688557,504.757660051,406.021008354,490.413457773,406.021008354,504.757660051,388269.878993,526540.572306,409652.520721,544478.789027,388269.878993,544478.789027
642,0.011888888889,560228.813882,755654.650032,564344.452669,750316.403374,560228.813882,755654.650032,458903.813882,654329.650032,463019.452669,648991.403374,458903.813882,654329.650032,1409.25766291,1517.85881951,1482.00437228,1585.03392608,1409.25766291,1585.03392608,413.333101856,504.86911653,404.712961588,490.622954278,404.712961588,504.86911653,386159.617744,526507.210871,407651.726435,544608.124163,386159.617744,544608.124163
643,0.011907407407,557301.621877,755781.466792,561631.009544,750669.449117,557301.621877,755781.466792,455976.621877,654456.466792,460306.009544,649344.449117,455976.621877,654456.466792,1407.37034817,1517.56667716,1480.29340546,1584.82843241,1407.37034817,1584.82843241,411.896919286,504.98841435,403.396508695,490.841355478,403.396508695,504.98841435,384040.474045,526484.093152,405641.246553,544749.692113,384040.474045,544749.692113
644,0.011925925926,554357.526908,755919.372029,558900.054983,751036.268558,554357.526908,755919.372029,453032.526908,654594.372029,457575.054983,649711.268558,453032.526908,654594.372029,1405.46530014,1517.27658505,1478.56596612,1584.62587881,1405.46530014,1584.62587881,410.44979173,505.11330472,402.069364073,491.066493278,402.069364073,505.11330472,381909.288654,526467.770306,403617.902486,544900.089157,381909.288654,544900.089157
645,0.011944444444,551391.845899,756063.016997,556146.967209,751411.060741,551391.845899,756063.016997,450066.845899,654738.016997,454821.967209,650086.060741,450066.845899,654738.016997,1403.53974315,1516.9862007,1476.81948555,1584.42397145,1403.53974315,1584.42397145,408.989276402,505.241342374,400.725535895,491.295708901,400.725535895,505.241342374,379762.79766,526454.506778,401578.406587,545055.236527,379762.79766,545055.236527
646,0.011962962963,548399.74087,756206.734955,553366.963702,751789.577963,548399.74087,756206.734955,447074.74087,654881.734955,452041.963702,650464.577963,447074.74087,654881.734955,1401.59076841,1516.69304758,1475.0512607,1584.22058723,1401.59076841,1584.22058723,407.510523786,505.369935688,399.358284032,491.527129145,399.358284032,505.369935688,377597.629434,526440.348463,399519.353745,545212.010829,377597.629434,545212.010829
647,0.011981481481,545376.214741,756344.484205,550555.091807,752165.608242,545376.214741,756344.484205,444051.214741,655019.484205,449230.091807,650840.608242,444051.214741,655019.484205,1399.61532742,1516.39448699,1473.25844372,1584.01326345,1399.61532742,1584.01326345,406.009851236,505.496321212,397.972776265,491.757910426,397.972776265,505.496321212,375410.301628,526421.082105,397437.214174,545366.04507,375410.301628,545366.04507
